Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score,Income,Average Order Value,Customer Lifetime Value (CLV),Average Star Rating
C825469,52,Female, El Paso,,Married,8,,Jewel,2023-07-30 00:00:00,13%,,,-69.72,"67,116","104,717","263,732",1.5
C729190,51,Male, Tulsa,,Single,1,,Pendant,2023-05-17 00:00:00,14%,,,89.39,"296,394","39,920","1,018,718",5.3
C103629,22,Female, Long Beach,,Married,5,,Locket,2023-05-10 00:00:00,12%,,,95.13,"164,436","111,759","728,522",9.5
C544717,23,Male, Fresno,,Married,5,,Pendant,2023-04-19 00:00:00,14%,,,72.8,"90,032","24,656","1,346,826",9.4
C952074,41,Female, San Jose,,Single,5,,Pendant,2023-05-14 00:00:00,19%,,,-31.88,"69,895","77,079","496,537",9.1
C423045,68,Male, Jacksonville,,Single,4,,Bracelet,2023-03-17 00:00:00,11%,,,-2.12,"280,130","162,950","490,571",9.3
C557002,53,Female, Austin,,Single,3,,Earrings,2023-08-26 00:00:00,6%,,,18.34,"271,957","110,237","2,634,204",6.8
C439493,45,Male, Raleigh,,Married,4,,Pendant,2023-03-18 00:00:00,0%,,,-42.64,"162,484","11,033","2,423,472",5.6
C411913,68,Female, Portland,,Single,10,,Jewel,2023-07-21 00:00:00,20%,,,58.86,"87,804","35,001","1,579,193",2.5
C538080,25,Female, Miami,,Married,5,,Pendant,2023-05-09 00:00:00,8%,,,25.41,"179,678","9,431","2,599,520",8.6
C969670,67,Female, Sacramento,,Single,2,,Earrings,2023-05-20 00:00:00,10%,,,46.67,"156,373","58,125","227,892",5.6
C897463,25,Male, Houston,,Married,9,,Ring,2023-05-21 00:00:00,10%,,,99.94,"96,221","60,319","788,006",5.9
C713055,42,Male, Tampa,,Married,7,,Earrings,2023-05-24 00:00:00,2%,,,-31.74,"256,909","136,065","1,410,563",2.7
C966320,28,Male, Los Angeles,,Married,2,,Earrings,2023-07-11 00:00:00,1%,,,67.71,"88,737","142,728","1,273,323",5.3
C937037,33,Male, Austin,,Married,3,,Locket,2023-04-14 00:00:00,0%,,,-19.69,"125,309","84,479","1,301,128",2.4
C351532,60,Female, Virginia Beach,,Single,1,,Locket,2023-04-23 00:00:00,4%,,,-20.92,"295,224","44,632","2,318,516",4.5
C503921,33,Male, Tulsa,,Single,10,,Jewel,2023-07-19 00:00:00,17%,,,-23.42,"78,791","82,691","604,045",2.8
C240086,43,Male, Cincinnati,,Married,5,,Bracelet,2023-05-14 00:00:00,5%,,,87.83,"85,587","86,414","364,730",9.4
C236416,41,Male, Louisville,,Married,3,,Jewel,2023-08-12 00:00:00,16%,,,19.16,"75,920","142,937","2,218,728",7.1
C281892,34,Female, Denver,,Single,3,,Ring,2023-05-07 00:00:00,14%,,,70.89,"140,542","38,832","1,755,607",8.3
C526217,54,Male, Charlotte,,Married,6,,Pendant,2023-05-14 00:00:00,17%,,,-35.71,"242,600","113,030","750,009",7.4
C692372,25,Female, New York,,Single,10,,Necklace,2023-07-29 00:00:00,10%,,,5.18,"277,008","197,338","225,644",7.9
C249123,50,Male, Oklahoma City,,Single,4,,Locket,2023-06-16 00:00:00,19%,,,-84.23,"56,070","147,014","1,092,953",8.4
C497332,59,Female, Miami,,Single,2,,Pendant,2023-07-09 00:00:00,2%,,,-58.37,"58,962","91,537","689,838",3.8
C198140,69,Female, San Jose,,Single,3,,Ring,2023-07-06 00:00:00,7%,,,-97.3,"110,344","198,831","2,896,454",3.9
C699715,54,Male, San Antonio,,Married,7,,Locket,2023-05-27 00:00:00,10%,,,86.55,"191,742","22,333","1,411,096",4.5
C501110,40,Female, Minneapolis,,Single,3,,Bracelet,2023-05-16 00:00:00,12%,,,-62.16,"216,171","44,729","2,515,607",8.2
C718173,63,Female, Portland,,Single,3,,Necklace,2023-04-21 00:00:00,11%,,,-69.86,"76,736","56,560","743,322",8.0
C564977,60,Male, Austin,,Married,9,,Jewel,2023-06-28 00:00:00,17%,,,0.65,"62,443","141,773","2,562,613",3.3
C193624,32,Male, St Louis,,Married,5,,Earrings,2023-07-11 00:00:00,3%,,,-28.08,"92,804","104,209","1,596,625",8.5
C900595,68,Male, Los Angeles,,Married,3,,Ring,2023-06-26 00:00:00,11%,,,69.56,"110,499","173,466","2,134,747",4.6
C768539,24,Female, El Paso,,Married,5,,Bracelet,2023-05-09 00:00:00,9%,,,85.07,"53,649","58,196","2,472,326",2.0
C465921,68,Male, Chicago,,Single,8,,Locket,2023-07-31 00:00:00,12%,,,58.33,"83,268","144,091","1,608,433",1.9
C372456,75,Female, Tucson,,Married,1,,Locket,2023-06-26 00:00:00,10%,,,27.92,"134,746","33,702","1,566,689",3.0
C568407,72,Female, Jacksonville,,Married,8,,Armlet,2023-08-15 00:00:00,9%,,,15.16,"297,340","103,038","568,256",3.6
C646456,55,Female, Omaha,,Single,8,,Ring,2023-03-29 00:00:00,8%,,,48.49,"175,520","73,338","298,527",8.0
C330483,33,Male, Seattle,,Married,5,,Necklace,2023-03-12 00:00:00,16%,,,5.76,"241,441","82,232","412,045",8.6
C183461,32,Female, Milwaukee,,Single,3,,Pendant,2023-05-05 00:00:00,11%,,,76.07,"196,981","51,533","365,764",3.6
C769885,44,Male, Omaha,,Single,2,,Necklace,2023-03-17 00:00:00,3%,,,8.28,"252,579","139,636","1,910,266",2.1
C432691,67,Female, Raleigh,,Single,4,,Ring,2023-03-14 00:00:00,15%,,,26.84,"61,650","42,097","1,554,279",9.1
C222291,50,Female, Dallas,,Married,5,,Earrings,2023-05-01 00:00:00,20%,,,37.5,"74,945","44,801","773,644",9.9
C442318,74,Female, Newark,,Single,10,,Armlet,2023-05-23 00:00:00,16%,,,-87.87,"175,764","141,691","1,540,668",3.8
C478254,29,Female, Omaha,,Single,10,,Locket,2023-05-26 00:00:00,14%,,,-7.52,"147,776","177,719","1,799,193",2.2
C349384,59,Male, Fresno,,Married,3,,Armlet,2023-06-18 00:00:00,14%,,,8.24,"242,461","194,647","1,281,314",7.4
C563730,52,Male, Sacramento,,Single,4,,Bracelet,2023-04-13 00:00:00,9%,,,-69.89,"67,099","58,647","1,229,628",3.1
C548780,56,Female, Louisville,,Married,5,,Necklace,2023-06-18 00:00:00,3%,,,65.47,"108,025","72,508","2,913,480",7.3
C856652,68,Male, Milwaukee,,Married,9,,Pendant,2023-05-24 00:00:00,15%,,,27.19,"292,337","127,389","1,979,099",8.0
C450779,39,Male, Oklahoma City,,Married,5,,Locket,2023-05-23 00:00:00,1%,,,-82.45,"140,389","8,717","655,472",6.5
C367190,39,Male, Las Vegas,,Single,5,,Armlet,2023-07-21 00:00:00,17%,,,-9.86,"54,889","82,838","923,295",7.4
C902181,26,Male, Newark,,Single,8,,Locket,2023-06-08 00:00:00,3%,,,56.05,"287,480","103,733","610,611",3.7
C439078,19,Female, Los Angeles,,Married,8,,Locket,2023-03-08 00:00:00,5%,,,94.37,"290,917","180,518","1,165,503",7.1
C173738,69,Female, St Louis,,Single,3,,Jewel,2023-05-16 00:00:00,13%,,,-95.53,"257,437","84,482","2,421,275",9.7
C878651,51,Female, Omaha,,Single,3,,Locket,2023-04-02 00:00:00,18%,,,98.55,"115,350","105,822","1,020,234",3.8
C839117,18,Male, Detroit,,Married,8,,Necklace,2023-03-25 00:00:00,9%,,,2.05,"233,766","179,862","791,463",2.1
C718023,68,Female, Austin,,Single,1,,Ring,2023-05-12 00:00:00,5%,,,-96.64,"199,321","46,852","908,517",7.5
C610524,37,Male, Chicago,,Married,1,,Ring,2023-05-13 00:00:00,2%,,,-8.58,"230,556","43,398","807,391",7.9
C305041,44,Male, Memphis,,Single,7,,Pendant,2023-07-23 00:00:00,4%,,,-12.2,"87,036","61,032","2,512,272",7.5
C133886,35,Male, Orlando,,Single,9,,Armlet,2023-06-02 00:00:00,11%,,,56.82,"152,228","41,012","2,452,232",4.2
C918343,74,Male, Chicago,,Married,3,,Pendant,2023-06-05 00:00:00,12%,,,86.75,"121,278","83,805","1,423,925",5.0
C467983,75,Male, San Antonio,,Single,7,,Armlet,2023-07-23 00:00:00,14%,,,-10.6,"172,502","82,302","2,614,652",9.5
C776670,44,Male, Detroit,,Single,8,,Jewel,2023-07-31 00:00:00,1%,,,-46.07,"189,062","20,592","2,099,783",3.4
C869555,70,Female, Cincinnati,,Single,9,,Earrings,2023-08-04 00:00:00,16%,,,-49.14,"221,461","116,532","1,891,961",9.5
C943091,43,Male, Boston,,Married,8,,Pendant,2023-05-12 00:00:00,8%,,,-82.15,"273,454","175,203","2,359,117",2.6
C770179,58,Male, Dallas,,Married,3,,Locket,2023-05-01 00:00:00,12%,,,76.89,"254,052","106,836","622,766",6.5
C582025,46,Female, San Antonio,,Married,9,,Necklace,2023-08-15 00:00:00,14%,,,-64.86,"68,828","176,441","930,194",8.1
C319369,44,Male, Fresno,,Single,2,,Jewel,2023-07-01 00:00:00,4%,,,67.72,"254,014","33,780","2,601,241",7.2
C310435,36,Female, Jacksonville,,Single,7,,Jewel,2023-05-17 00:00:00,6%,,,39.99,"242,387","134,957","2,135,769",6.4
C725983,61,Female, Raleigh,,Single,7,,Bracelet,2023-08-29 00:00:00,6%,,,55.01,"246,771","114,538","403,551",4.7
C281951,60,Female, Albuquerque,,Married,6,,Necklace,2023-07-24 00:00:00,1%,,,-64.81,"89,766","51,475","1,637,368",6.0
C262974,56,Female, Houston,,Single,8,,Jewel,2023-07-11 00:00:00,20%,,,-86.76,"299,522","165,089","2,776,002",5.1
C773878,59,Male, Charlotte,,Married,4,,Necklace,2023-07-12 00:00:00,18%,,,2.38,"61,083","57,403","1,355,611",6.7
C803521,57,Male, Seattle,,Married,5,,Ring,2023-06-01 00:00:00,17%,,,7.14,"132,800","7,368","331,253",3.4
C972890,18,Male, Denver,,Single,5,,Locket,2023-03-11 00:00:00,2%,,,78.04,"200,960","176,618","1,131,572",1.2
C513859,19,Female, Virginia Beach,,Single,7,,Armlet,2023-06-04 00:00:00,18%,,,77.56,"135,308","25,426","522,182",2.9
C533744,68,Male, Riverside,,Single,5,,Armlet,2023-03-10 00:00:00,8%,,,-87.14,"231,114","16,454","507,758",9.3
C260837,49,Female, Newark,,Single,5,,Jewel,2023-05-03 00:00:00,17%,,,-77.36,"51,522","41,132","2,783,082",3.2
C587251,23,Male, Las Vegas,,Single,9,,Necklace,2023-03-10 00:00:00,17%,,,83.13,"229,913","32,991","1,212,877",4.9
C558415,63,Female, Kansas City,,Married,1,,Necklace,2023-03-13 00:00:00,17%,,,33.82,"82,926","161,391","1,381,356",9.1
C168463,52,Male, Seattle,,Single,3,,Locket,2023-05-19 00:00:00,11%,,,41.34,"159,049","91,115","1,289,745",8.8
C367834,53,Male, Fresno,,Married,9,,Necklace,2023-08-05 00:00:00,12%,,,39.64,"164,415","3,267","2,222,052",8.5
C715516,41,Female, Fresno,,Single,2,,Earrings,2023-03-13 00:00:00,19%,,,-37.42,"194,490","125,913","1,369,547",3.6
C821965,33,Female, Philadelphia,,Married,5,,Earrings,2023-05-08 00:00:00,1%,,,40.06,"119,959","129,789","2,737,271",6.9
C658521,54,Male, Norfolk,,Married,9,,Necklace,2023-05-15 00:00:00,11%,,,-9.77,"207,120","180,694","2,462,651",7.5
C498620,55,Female, Memphis,,Married,6,,Pendant,2023-08-09 00:00:00,7%,,,-93.19,"120,478","172,857","1,186,674",4.6
C735584,52,Female, Oklahoma City,,Married,7,,Pendant,2023-07-25 00:00:00,3%,,,-25.59,"129,824","187,442","1,955,272",4.8
C490540,68,Male, Indianapolis,,Single,9,,Bracelet,2023-05-20 00:00:00,19%,,,46.51,"189,517","35,017","605,683",5.5
C859228,58,Female, Milwaukee,,Single,7,,Armlet,2023-05-15 00:00:00,9%,,,9.85,"115,325","153,317","869,871",2.0
C668069,40,Male, Sacramento,,Married,7,,Bracelet,2023-04-05 00:00:00,1%,,,50.17,"162,106","91,650","780,700",9.9
C293591,41,Female, Portland,,Single,3,,Pendant,2023-04-22 00:00:00,4%,,,-32.78,"243,717","80,820","2,044,473",4.2
C969675,28,Male, Cincinnati,,Married,1,,Pendant,2023-04-25 00:00:00,13%,,,33.22,"281,282","166,239","2,976,077",7.4
C204808,55,Female, Raleigh,,Married,8,,Armlet,2023-05-27 00:00:00,5%,,,-96.18,"240,001","13,036","1,483,762",3.5
C274590,74,Female, Louisville,,Single,9,,Armlet,2023-08-12 00:00:00,7%,,,58.33,"132,333","158,272","2,661,518",1.3
C741568,67,Male, Detroit,,Married,8,,Pendant,2023-08-31 00:00:00,6%,,,40.76,"115,931","106,511","2,128,062",2.1
C860055,46,Female, Fresno,,Married,1,,Jewel,2023-08-31 00:00:00,12%,,,-77.18,"234,803","144,279","1,346,883",5.8
C715061,43,Male, Philadelphia,,Single,6,,Bracelet,2023-08-08 00:00:00,9%,,,64.7,"90,316","89,507","697,868",6.7
C704903,35,Female, Miami,,Single,9,,Locket,2023-05-04 00:00:00,16%,,,-55.6,"66,607","147,753","191,806",9.4
C590052,60,Female, Pittsburgh,,Married,3,,Jewel,2023-07-10 00:00:00,9%,,,-78.87,"190,275","52,370","827,374",1.7
C130465,33,Female, Louisville,,Single,8,,Necklace,2023-07-14 00:00:00,16%,,,-95.49,"153,910","132,038","468,636",3.2
C212277,53,Female, Dallas,,Married,6,,Pendant,2023-07-07 00:00:00,9%,,,-30.02,"76,763","75,706","1,168,436",4.8
C928523,38,Male, Colorado Springs,,Single,10,,Locket,2023-06-16 00:00:00,16%,,,41.25,"292,365","12,611","689,542",8.8
C822429,45,Female, Tampa,,Single,1,,Necklace,2023-05-20 00:00:00,0%,,,-90.46,"96,591","171,115","630,879",4.6
C828631,70,Female, Milwaukee,,Married,8,,Earrings,2023-03-15 00:00:00,6%,,,97.51,"183,230","191,556","2,260,949",9.6
C971173,44,Male, Miami,,Married,9,,Ring,2023-04-11 00:00:00,2%,,,-6.35,"98,481","41,267","1,142,109",5.6
C576613,58,Male, Nashville,,Married,1,,Earrings,2023-07-12 00:00:00,5%,,,-31.15,"208,347","194,313","273,370",8.8
C189182,52,Male, St Louis,,Married,8,,Armlet,2023-05-15 00:00:00,3%,,,-76.34,"254,958","109,234","7,016",5.4
C995401,55,Male, Las Vegas,,Married,2,,Jewel,2023-03-29 00:00:00,4%,,,-1.56,"252,891","117,451","1,140,458",4.0
C389523,55,Female, Philadelphia,,Married,5,,Locket,2023-08-26 00:00:00,17%,,,-41.16,"164,181","31,550","2,529,651",8.6
C100954,45,Female, Greensboro,,Single,3,,Earrings,2023-03-20 00:00:00,4%,,,-85.16,"163,475","41,322","1,054,980",6.3
C257270,50,Female, Boston,,Single,4,,Jewel,2023-04-23 00:00:00,1%,,,50.48,"216,742","153,431","502,671",4.7
C175264,29,Male, Louisville,,Married,3,,Jewel,2023-03-13 00:00:00,11%,,,62.5,"181,940","185,315","1,135,423",7.3
C535937,37,Male, Milwaukee,,Single,2,,Locket,2023-04-17 00:00:00,13%,,,-84.64,"141,249","29,952","1,714,806",5.0
C903935,20,Female, Charlotte,,Single,9,,Jewel,2023-04-05 00:00:00,10%,,,-97.42,"106,215","108,349","891,884",4.7
C453340,49,Male, Sacramento,,Single,10,,Necklace,2023-03-07 00:00:00,18%,,,-22.1,"50,879","15,394","1,437,702",1.3
C431508,59,Female, Phoenix,,Single,5,,Jewel,2023-04-14 00:00:00,18%,,,51.22,"58,192","193,391","2,484,007",4.8
C209574,58,Male, Austin,,Single,9,,Locket,2023-04-17 00:00:00,8%,,,29.9,"142,371","43,856","2,593,890",1.1
C440620,36,Female, Wichita,,Married,6,,Earrings,2023-08-20 00:00:00,12%,,,-2.14,"96,714","192,193","2,821,959",1.6
C553896,20,Female, Fresno,,Married,10,,Necklace,2023-07-08 00:00:00,20%,,,66.66,"68,336","62,615","2,985,489",2.9
C648925,40,Female, San Jose,,Married,10,,Bracelet,2023-04-08 00:00:00,11%,,,-34.55,"50,482","13,970","2,433,830",10.0
C286949,19,Female, Austin,,Married,4,,Earrings,2023-03-18 00:00:00,1%,,,-79.23,"259,643","107,861","1,767,363",7.2
C399906,50,Male, New York,,Married,1,,Jewel,2023-07-06 00:00:00,19%,,,42.11,"297,199","22,649","376,858",1.0
C596235,57,Male, Colorado Springs,,Married,10,,Locket,2023-04-20 00:00:00,8%,,,44.49,"69,869","178,575","834,971",5.6
C645825,60,Female, Portland,,Married,8,,Locket,2023-08-16 00:00:00,4%,,,-90.32,"80,601","184,414","2,996,418",5.1
C241010,61,Male, Greensboro,,Married,2,,Locket,2023-08-18 00:00:00,18%,,,-70.32,"116,650","17,603","1,571,949",7.3
C244530,38,Female, Mesa,,Married,5,,Bracelet,2023-07-04 00:00:00,10%,,,-98.05,"59,018","149,911","760,218",7.1
C365012,39,Male, Detroit,,Married,3,,Jewel,2023-06-27 00:00:00,7%,,,41.03,"185,491","155,683","960,544",9.9
C972305,75,Female, Oklahoma City,,Married,9,,Earrings,2023-04-08 00:00:00,7%,,,-81.95,"216,131","67,706","120,238",8.9
C423155,61,Female, Tulsa,,Single,6,,Armlet,2023-08-15 00:00:00,15%,,,-97.95,"71,281","197,024","2,434,968",4.6
C544975,61,Female, Kansas City,,Married,2,,Bracelet,2023-06-29 00:00:00,20%,,,64.72,"163,527","106,456","675,832",5.9
C604612,73,Male, Pittsburgh,,Married,10,,Locket,2023-07-27 00:00:00,20%,,,-74.77,"212,222","41,204","1,026,982",7.3
C115159,65,Female, San Jose,,Single,5,,Armlet,2023-03-19 00:00:00,6%,,,-89.23,"136,891","164,465","269,835",3.4
C972819,40,Male, Minneapolis,,Married,4,,Necklace,2023-06-19 00:00:00,12%,,,-38.57,"232,169","5,017","1,075,760",1.9
C326343,68,Male, Long Beach,,Married,2,,Earrings,2023-03-25 00:00:00,9%,,,-28.06,"63,773","167,627","1,273,143",8.7
C134301,31,Female, Long Beach,,Single,10,,Locket,2023-06-12 00:00:00,3%,,,94.32,"254,724","32,603","556,810",5.8
C764740,57,Female, Portland,,Single,6,,Necklace,2023-07-22 00:00:00,19%,,,-62.41,"235,507","141,302","1,075,349",2.8
C179743,57,Female, Greensboro,,Married,7,,Pendant,2023-07-23 00:00:00,7%,,,-46.4,"74,299","17,771","2,442,309",2.8
C513462,20,Male, Las Vegas,,Married,6,,Armlet,2023-06-23 00:00:00,6%,,,97.8,"193,433","156,930","519,452",5.7
C725831,66,Female, Oklahoma City,,Married,10,,Jewel,2023-03-27 00:00:00,16%,,,29.79,"247,696","122,938","2,335,376",5.5
C536337,58,Male, Cincinnati,,Married,1,,Necklace,2023-06-03 00:00:00,8%,,,66.38,"160,204","122,106","1,596,917",7.6
C203436,23,Male, Miami,,Single,4,,Jewel,2023-03-08 00:00:00,14%,,,9.31,"194,350","4,484","2,064,566",5.8
C242164,20,Male, Atlanta,,Single,4,,Jewel,2023-05-15 00:00:00,7%,,,31.94,"168,920","99,752","1,373,769",3.2
C183582,69,Female, Tulsa,,Married,7,,Armlet,2023-07-17 00:00:00,11%,,,-35.55,"165,206","115,840","2,679,457",9.9
C665872,75,Female, Minneapolis,,Single,4,,Necklace,2023-08-25 00:00:00,11%,,,-27.01,"102,276","96,283","821,806",7.8
C756503,64,Female, San Diego,,Single,7,,Earrings,2023-05-20 00:00:00,19%,,,-89.32,"109,589","189,782","106,027",8.9
C827324,37,Female, Fresno,,Single,3,,Armlet,2023-08-28 00:00:00,2%,,,-15.78,"122,853","152,291","491,535",5.8
C108334,40,Male, Charlotte,,Single,8,,Pendant,2023-07-10 00:00:00,19%,,,74.71,"275,001","190,103","2,475,072",4.7
C102730,44,Male, Milwaukee,,Married,2,,Bracelet,2023-08-10 00:00:00,11%,,,72.53,"90,694","178,414","2,176,413",7.8
C347547,70,Female, Chicago,,Married,3,,Locket,2023-06-09 00:00:00,20%,,,49.18,"195,420","88,018","2,017,127",1.2
C958924,29,Male, Dallas,,Single,8,,Bracelet,2023-06-08 00:00:00,7%,,,99.37,"109,475","71,859","1,662,645",9.2
C741718,36,Male, Oklahoma City,,Married,7,,Earrings,2023-05-30 00:00:00,18%,,,-3.64,"117,603","54,795","2,252,787",5.3
C647430,62,Female, Norfolk,,Single,10,,Armlet,2023-04-23 00:00:00,4%,,,-25.81,"155,105","126,953","1,022,901",6.8
C912830,72,Male, San Francisco,,Single,1,,Ring,2023-05-13 00:00:00,7%,,,-7.67,"190,021","18,644","2,511,754",8.0
C683353,70,Female, Tampa,,Married,3,,Armlet,2023-08-03 00:00:00,17%,,,-90.5,"202,015","178,120","1,547,931",5.5
C593862,36,Male, Sacramento,,Married,1,,Pendant,2023-07-29 00:00:00,12%,,,62.64,"244,137","41,740","1,493,739",9.6
C900910,63,Female, Phoenix,,Married,2,,Bracelet,2023-06-21 00:00:00,6%,,,14.28,"141,527","47,475","1,977,951",3.2
C365976,61,Male, San Francisco,,Married,5,,Necklace,2023-06-03 00:00:00,16%,,,-37.13,"138,684","192,857","2,789,045",8.3
C612282,50,Female, El Paso,,Single,10,,Necklace,2023-07-04 00:00:00,1%,,,51.17,"262,877","1,999","643,192",9.3
C515158,28,Female, St Louis,,Married,3,,Pendant,2023-03-31 00:00:00,5%,,,-78.71,"299,773","167,887","391,160",7.6
C441778,43,Male, Los Angeles,,Single,1,,Bracelet,2023-08-25 00:00:00,13%,,,-50.13,"136,315","199,550","534,334",8.6
C285616,68,Male, Phoenix,,Married,6,,Armlet,2023-04-27 00:00:00,10%,,,82.37,"206,511","99,417","1,496,319",6.2
C390976,74,Female, Denver,,Single,5,,Necklace,2023-03-18 00:00:00,15%,,,-64.14,"279,315","105,923","2,619,738",2.2
C662821,62,Male, Austin,,Married,3,,Armlet,2023-04-20 00:00:00,12%,,,-22.18,"129,892","143,834","2,967,043",7.2
C749806,62,Male, Sacramento,,Single,2,,Bracelet,2023-07-22 00:00:00,18%,,,-71.17,"273,665","147,003","269,004",7.2
C666627,58,Male, Tucson,,Married,9,,Bracelet,2023-08-17 00:00:00,3%,,,-45.9,"139,244","61,291","2,024,475",3.4
C778260,35,Female, Tucson,,Married,6,,Pendant,2023-05-04 00:00:00,15%,,,-45.22,"98,673","73,747","503,579",6.4
C907749,24,Female, Columbus,,Single,1,,Necklace,2023-05-11 00:00:00,20%,,,-15.01,"262,419","170,239","1,365,542",9.4
C169085,71,Female, Minneapolis,,Single,7,,Ring,2023-04-16 00:00:00,5%,,,16.25,"157,749","139,823","2,444,916",3.5
C926456,73,Female, Phoenix,,Single,2,,Necklace,2023-07-20 00:00:00,2%,,,82.51,"238,965","110,945","2,652,897",2.1
C558546,66,Female, Tampa,,Married,9,,Jewel,2023-07-16 00:00:00,14%,,,63.69,"268,043","137,147","551,340",3.2
C628716,73,Male, Phoenix,,Married,5,,Locket,2023-05-04 00:00:00,7%,,,-99.86,"174,324","156,152","2,645,138",3.7
C421373,68,Male, Albuquerque,,Married,1,,Earrings,2023-08-24 00:00:00,19%,,,68.68,"248,119","76,116","1,833,942",7.7
C202281,35,Female, Wichita,,Single,9,,Ring,2023-05-20 00:00:00,12%,,,-64.28,"266,554","20,641","764,436",3.0
C425453,44,Male, Charlotte,,Single,5,,Bracelet,2023-08-08 00:00:00,17%,,,-0.21,"65,924","76,893","381,027",7.3
C678959,39,Female, Orlando,,Single,6,,Jewel,2023-07-13 00:00:00,14%,,,65.13,"279,501","47,323","1,030,891",9.3
C438684,71,Male, Memphis,,Single,6,,Ring,2023-06-11 00:00:00,15%,,,51.22,"202,361","109,134","2,963,762",2.9
C469085,72,Female, Newark,,Single,1,,Necklace,2023-06-09 00:00:00,4%,,,-20.37,"231,306","76,925","2,096,436",6.0
C818650,33,Male, Tulsa,,Married,3,,Bracelet,2023-05-11 00:00:00,9%,,,86.01,"69,686","125,902","772,135",6.1
C283051,73,Female, St Louis,,Single,7,,Locket,2023-08-07 00:00:00,4%,,,-53.64,"133,234","58,636","651,792",1.8
C956984,64,Female, Albuquerque,,Married,7,,Bracelet,2023-04-05 00:00:00,2%,,,-57.76,"101,896","93,000","2,597,803",3.5
C755617,56,Female, Albuquerque,,Married,4,,Jewel,2023-07-24 00:00:00,2%,,,-52.83,"276,236","11,713","2,794,675",5.9
C488498,36,Male, Tampa,,Married,1,,Locket,2023-06-04 00:00:00,14%,,,-72.74,"249,567","177,921","72,255",4.8
C967313,42,Female, Fresno,,Married,3,,Jewel,2023-06-02 00:00:00,14%,,,-8.02,"228,738","38,400","1,362,652",3.8
C533681,71,Male, Riverside,,Married,7,,Jewel,2023-06-08 00:00:00,7%,,,38.98,"135,145","23,105","735,308",9.9
C773358,41,Female, Denver,,Married,5,,Pendant,2023-08-22 00:00:00,0%,,,93.67,"146,796","42,328","135,657",5.6
C282877,34,Male, San Diego,,Single,1,,Jewel,2023-04-30 00:00:00,17%,,,27.74,"193,100","129,558","2,502,432",9.7
C281307,24,Female, Long Beach,,Married,5,,Earrings,2023-05-14 00:00:00,14%,,,-0.57,"136,378","167,240","2,252,564",9.8
C742366,24,Female, Louisville,,Married,4,,Pendant,2023-08-30 00:00:00,8%,,,97.47,"233,481","81,560","1,015,434",6.6
C348689,52,Female, Columbus,,Married,9,,Pendant,2023-03-31 00:00:00,14%,,,-11.46,"269,115","1,122","634,595",2.5
C275361,38,Female, Louisville,,Single,5,,Ring,2023-03-17 00:00:00,7%,,,61.72,"140,280","183,163","1,726,364",7.2
C639329,60,Male, Las Vegas,,Single,7,,Bracelet,2023-03-21 00:00:00,4%,,,-9.25,"241,442","83,215","2,913,743",9.3
C204256,42,Female, Albuquerque,,Married,1,,Earrings,2023-07-19 00:00:00,19%,,,-78.6,"266,884","168,782","912,016",3.6
C700798,20,Male, Colorado Springs,,Single,5,,Bracelet,2023-05-11 00:00:00,11%,,,20.89,"161,252","46,178","352,357",9.8
C810894,35,Female, Newark,,Married,4,,Bracelet,2023-04-08 00:00:00,20%,,,-90.19,"116,923","104,564","1,872,318",5.5
C991635,64,Male, Milwaukee,,Single,10,,Ring,2023-04-27 00:00:00,12%,,,-47.53,"146,297","87,342","1,381,800",7.7
C420925,42,Male, Tampa,,Single,7,,Ring,2023-06-19 00:00:00,19%,,,38.63,"159,951","184,330","2,863,982",6.8
C971075,50,Female, New York,,Single,4,,Necklace,2023-05-09 00:00:00,8%,,,-48.17,"224,730","58,695","734,337",7.9
C562238,40,Female, Newark,,Married,5,,Ring,2023-03-29 00:00:00,1%,,,-15.73,"224,862","19,487","1,999,419",5.1
C981057,57,Female, Albuquerque,,Single,9,,Jewel,2023-07-13 00:00:00,9%,,,36.61,"200,984","25,405","2,852,635",5.1
C359792,68,Female, Detroit,,Married,7,,Necklace,2023-07-30 00:00:00,11%,,,22.3,"189,443","68,722","2,120,898",4.5
C422704,37,Male, Atlanta,,Single,3,,Jewel,2023-07-23 00:00:00,6%,,,56.44,"168,116","60,853","715,847",2.5
C180742,40,Female, Miami,,Married,10,,Ring,2023-06-19 00:00:00,13%,,,-3.62,"126,511","54,210","995,597",3.9
C536269,21,Female, Fresno,,Married,10,,Pendant,2023-05-24 00:00:00,12%,,,-87.58,"274,658","33,236","1,995,894",3.5
C466476,24,Female, Raleigh,,Single,10,,Earrings,2023-03-16 00:00:00,4%,,,39.51,"56,188","27,308","73,394",5.3
C514352,22,Male, Jacksonville,,Single,9,,Bracelet,2023-04-26 00:00:00,7%,,,57.87,"150,630","16,575","885,174",6.3
C329580,71,Female, Norfolk,,Married,3,,Pendant,2023-08-11 00:00:00,0%,,,-15.83,"200,170","102,110","2,767,052",8.9
C263069,42,Male, Wichita,,Single,9,,Locket,2023-05-19 00:00:00,4%,,,62.31,"192,898","114,966","2,871,695",2.8
C123192,40,Female, Greensboro,,Single,5,,Pendant,2023-06-08 00:00:00,13%,,,26.84,"103,742","172,700","121,379",3.5
